customer_id,signup_date,segment,acquisition_channel,initial_plan,initial_mrr,churn_date,upgraded_plan,final_mrr,cac
2630,2023-04-01,SMB,Paid Search,Scale,299,,,299,450.3
2631,2023-11-01,Mid-Market,Outbound Sales,Growth,99,,,99,1348.53
2632,2023-12-01,SMB,Organic,Growth,99,,,99,53.91
2633,2024-08-01,Mid-Market,Partner,Scale,299,,,299,293.52
2634,2023-02-01,Mid-Market,Outbound Sales,Starter,29,2023-10-01,,0,1308.01
2635,2023-04-01,Mid-Market,Paid Search,Starter,29,,,29,497.73
2636,2023-03-01,SMB,Organic,Scale,299,2023-07-01,,0,48.89
2637,2024-08-01,SMB,Organic,Starter,29,,,29,56.75
2638,2023-05-01,SMB,Organic,Enterprise,799,,,799,55.47
2639,2023-08-01,SMB,Outbound Sales,Growth,99,2023-09-01,,0,1610.35
2640,2023-09-01,SMB,Organic,Starter,29,,,29,48.16
2641,2023-09-01,Enterprise,Outbound Sales,Starter,29,,,29,1237.93
2642,2024-06-01,SMB,Outbound Sales,Starter,29,,,29,1605.87
2643,2023-04-01,SMB,Referral,Growth,99,2024-02-01,,0,77.73
2644,2024-02-01,Mid-Market,Paid Search,Growth,99,,,99,468.6
2645,2023-03-01,SMB,Referral,Enterprise,799,,,799,92.29
2646,2023-09-01,Enterprise,Paid Search,Starter,29,,Growth,99,488.2
2647,2023-09-01,Mid-Market,Organic,Growth,99,2024-10-01,,0,68.95
2648,2024-10-01,Enterprise,Organic,Starter,29,,,29,61.83
2649,2024-05-01,SMB,Paid Search,Growth,99,2024-07-01,,0,429.12
2650,2023-09-01,Mid-Market,Paid Search,Growth,99,,,99,361.38
2651,2024-06-01,Enterprise,Referral,Starter,29,,,29,74.18
2652,2024-10-01,Mid-Market,Paid Search,Growth,99,,,99,458.99
2653,2023-11-01,SMB,Partner,Growth,99,,,99,313.51
2654,2023-10-01,Mid-Market,Paid Search,Starter,29,,,29,469.62
2655,2023-02-01,SMB,Paid Search,Scale,299,2023-11-01,,0,339.06
2656,2023-07-01,SMB,Organic,Growth,99,2023-11-01,,0,70.41
2657,2024-11-01,SMB,Paid Search,Growth,99,,,99,348.27
2658,2024-01-01,Mid-Market,Outbound Sales,Growth,99,2024-11-01,,0,1568.5
2659,2024-02-01,Mid-Market,Referral,Growth,99,2024-05-01,,0,78.88
2660,2023-08-01,SMB,Outbound Sales,Growth,99,,,99,1220.39
2661,2023-01-01,Mid-Market,Organic,Enterprise,799,2023-04-01,,0,68.92
2662,2024-11-01,SMB,Outbound Sales,Scale,299,,,299,1323.78
2663,2023-08-01,SMB,Referral,Starter,29,2024-02-01,,0,97.0
2664,2023-08-01,SMB,Organic,Scale,299,2024-10-01,,0,69.6
2665,2024-11-01,Enterprise,Partner,Growth,99,,,99,274.99
2666,2024-02-01,Enterprise,Outbound Sales,Starter,29,2024-08-01,,0,1153.31
2667,2024-01-01,Mid-Market,Organic,Growth,99,,,99,60.97
2668,2023-05-01,SMB,Paid Search,Starter,29,2024-02-01,,0,401.23
2669,2023-07-01,SMB,Outbound Sales,Growth,99,2024-03-01,,0,1511.33
2670,2023-10-01,Enterprise,Partner,Starter,29,,,29,240.61
2671,2023-04-01,SMB,Referral,Starter,29,2024-05-01,,0,92.89
2672,2023-09-01,SMB,Referral,Growth,99,,,99,90.57
2673,2024-04-01,SMB,Partner,Scale,299,,,299,341.97
2674,2023-10-01,SMB,Paid Search,Starter,29,2023-12-01,,0,432.86
2675,2024-06-01,Mid-Market,Referral,Growth,99,,,99,107.84
2676,2024-10-01,Mid-Market,Paid Search,Starter,29,,,29,340.46
2677,2023-06-01,Mid-Market,Paid Search,Growth,99,2023-07-01,,0,420.6
2678,2023-01-01,Mid-Market,Organic,Starter,29,2023-02-01,,0,71.42
2679,2023-07-01,SMB,Paid Search,Scale,299,,,299,494.86
2680,2024-05-01,SMB,Referral,Scale,299,,,299,79.87
2681,2024-03-01,SMB,Paid Search,Starter,29,,Growth,99,474.97
2682,2023-01-01,Mid-Market,Referral,Starter,29,2024-04-01,,0,100.99
2683,2023-12-01,Mid-Market,Outbound Sales,Starter,29,2024-11-01,,0,1599.74
2684,2024-03-01,SMB,Organic,Starter,29,2024-11-01,,0,60.22
2685,2023-11-01,SMB,Organic,Growth,99,,,99,60.7
2686,2024-05-01,Mid-Market,Paid Search,Growth,99,,,99,468.13
2687,2023-10-01,SMB,Paid Search,Enterprise,799,2023-11-01,,0,503.83
2688,2024-10-01,SMB,Organic,Starter,29,,,29,55.42
2689,2024-02-01,SMB,Referral,Growth,99,,,99,96.6
2690,2023-03-01,SMB,Partner,Enterprise,799,2023-08-01,,0,320.54
2691,2024-07-01,Enterprise,Partner,Starter,29,,,29,342.88
2692,2023-09-01,SMB,Outbound Sales,Enterprise,799,2024-03-01,,0,1430.72
2693,2023-12-01,Mid-Market,Outbound Sales,Growth,99,,,99,1327.43
2694,2024-08-01,Mid-Market,Outbound Sales,Scale,299,,,299,1247.84
2695,2023-11-01,Mid-Market,Organic,Starter,29,,,29,71.26
2696,2024-09-01,SMB,Outbound Sales,Enterprise,799,,,799,1261.3
2697,2024-04-01,SMB,Paid Search,Enterprise,799,2024-08-01,,0,378.86
2698,2024-11-01,SMB,Paid Search,Starter,29,,,29,469.17
2699,2023-09-01,SMB,Paid Search,Starter,29,2024-02-01,,0,419.61
2700,2023-11-01,SMB,Paid Search,Starter,29,2024-11-01,,0,366.79
2701,2023-04-01,Enterprise,Referral,Scale,299,2023-09-01,,0,84.93
2702,2024-06-01,SMB,Paid Search,Starter,29,2024-11-01,,0,370.18
2703,2024-06-01,Enterprise,Outbound Sales,Starter,29,2024-07-01,,0,1192.87
2704,2024-01-01,Mid-Market,Organic,Starter,29,,,29,49.82
2705,2023-05-01,SMB,Paid Search,Growth,99,2024-11-01,,0,444.39
2706,2023-04-01,SMB,Referral,Starter,29,2024-04-01,,0,85.37
2707,2024-02-01,SMB,Paid Search,Scale,299,,,299,346.0
2708,2023-11-01,SMB,Paid Search,Starter,29,2024-05-01,,0,445.37
2709,2024-04-01,Enterprise,Organic,Growth,99,,,99,55.12
2710,2024-08-01,SMB,Outbound Sales,Starter,29,,,29,1167.51
2711,2023-11-01,Enterprise,Paid Search,Growth,99,,,99,497.33
2712,2023-11-01,SMB,Referral,Starter,29,2024-01-01,,0,74.69
2713,2024-02-01,Mid-Market,Paid Search,Starter,29,,,29,400.96
2714,2024-08-01,Enterprise,Partner,Starter,29,,,29,313.86
2715,2023-06-01,SMB,Paid Search,Scale,299,2024-06-01,,0,502.89
2716,2024-05-01,Enterprise,Paid Search,Starter,29,,Growth,99,349.85
2717,2023-08-01,SMB,Paid Search,Starter,29,,,29,492.49
2718,2023-10-01,SMB,Paid Search,Growth,99,,,99,483.99
2719,2024-04-01,SMB,Outbound Sales,Starter,29,,,29,1500.75
2720,2023-01-01,SMB,Referral,Enterprise,799,2023-08-01,,0,75.7
2721,2024-11-01,SMB,Paid Search,Starter,29,,,29,384.86
2722,2023-04-01,SMB,Referral,Growth,99,,,99,81.76
2723,2023-03-01,SMB,Outbound Sales,Starter,29,2023-06-01,,0,1368.5
2724,2024-04-01,Enterprise,Referral,Growth,99,,,99,76.32
2725,2024-09-01,SMB,Organic,Starter,29,,,29,67.59
2726,2023-06-01,SMB,Paid Search,Scale,299,2023-09-01,,0,450.61
2727,2024-01-01,SMB,Referral,Starter,29,,,29,103.0
2728,2024-05-01,SMB,Organic,Scale,299,,,299,53.34
2729,2023-03-01,SMB,Paid Search,Scale,299,2024-07-01,,0,440.24
2730,2023-08-01,SMB,Referral,Starter,29,2024-04-01,,0,102.63
2731,2023-11-01,Mid-Market,Organic,Enterprise,799,,,799,49.21
2732,2023-04-01,Mid-Market,Partner,Growth,99,2024-03-01,,0,306.07
2733,2023-07-01,Mid-Market,Partner,Scale,299,2023-08-01,,0,327.27
2734,2023-08-01,Enterprise,Referral,Enterprise,799,,,799,85.38
2735,2023-07-01,SMB,Paid Search,Growth,99,,,99,395.39
2736,2024-04-01,SMB,Organic,Growth,99,,,99,48.78
2737,2023-08-01,SMB,Partner,Growth,99,,,99,298.76
2738,2023-10-01,SMB,Referral,Enterprise,799,2023-12-01,,0,93.47
2739,2023-01-01,SMB,Outbound Sales,Growth,99,2024-02-01,,0,1479.81
2740,2024-08-01,SMB,Paid Search,Starter,29,,,29,350.5
2741,2024-03-01,SMB,Partner,Enterprise,799,,,799,290.0
2742,2023-05-01,SMB,Outbound Sales,Starter,29,,,29,1219.07
2743,2023-07-01,SMB,Outbound Sales,Starter,29,2023-09-01,,0,1191.71
2744,2023-12-01,SMB,Organic,Starter,29,2024-01-01,,0,53.9
2745,2023-01-01,SMB,Organic,Starter,29,,,29,56.65
2746,2024-02-01,SMB,Paid Search,Starter,29,,,29,459.11
2747,2023-10-01,Enterprise,Organic,Starter,29,2024-01-01,,0,58.46
2748,2023-07-01,SMB,Partner,Enterprise,799,,,799,247.58
2749,2023-07-01,Enterprise,Partner,Starter,29,,,29,281.69
2750,2023-05-01,Mid-Market,Organic,Growth,99,2023-10-01,,0,50.63
2751,2023-04-01,SMB,Referral,Starter,29,2023-11-01,,0,79.63
2752,2023-11-01,SMB,Partner,Starter,29,,,29,255.52
2753,2024-08-01,Mid-Market,Organic,Enterprise,799,,,799,71.33
2754,2023-01-01,SMB,Organic,Enterprise,799,2024-06-01,,0,69.12
2755,2023-07-01,SMB,Paid Search,Starter,29,,Growth,99,440.99
2756,2023-11-01,Mid-Market,Organic,Starter,29,,,29,54.01
2757,2024-05-01,Mid-Market,Paid Search,Scale,299,,,299,365.28
2758,2023-08-01,Enterprise,Outbound Sales,Growth,99,,,99,1534.66
2759,2023-06-01,Mid-Market,Paid Search,Enterprise,799,,,799,348.22
2760,2024-04-01,SMB,Organic,Growth,99,,,99,64.64
2761,2023-01-01,Mid-Market,Paid Search,Starter,29,2024-05-01,,0,385.53
2762,2023-10-01,SMB,Organic,Growth,99,,,99,59.75
2763,2023-04-01,SMB,Organic,Scale,299,2023-12-01,,0,65.49
2764,2023-04-01,Enterprise,Outbound Sales,Starter,29,,Growth,99,1099.62
2765,2023-07-01,Mid-Market,Paid Search,Starter,29,,,29,365.49
2766,2023-12-01,SMB,Partner,Starter,29,2024-01-01,,0,317.66
2767,2024-09-01,Mid-Market,Paid Search,Growth,99,,Scale,299,490.52
2768,2023-05-01,Enterprise,Referral,Scale,299,2024-07-01,,0,81.29
2769,2024-09-01,Mid-Market,Partner,Starter,29,,,29,257.96
2770,2024-06-01,Enterprise,Paid Search,Starter,29,,,29,491.37
2771,2023-03-01,Enterprise,Outbound Sales,Starter,29,,,29,1547.28
2772,2024-02-01,SMB,Organic,Starter,29,2024-07-01,,0,69.83
2773,2023-02-01,Mid-Market,Paid Search,Starter,29,,Growth,99,356.95
2774,2023-03-01,SMB,Paid Search,Growth,99,2023-07-01,,0,491.16
2775,2023-11-01,Mid-Market,Outbound Sales,Growth,99,,Scale,299,1393.91
2776,2023-04-01,Mid-Market,Outbound Sales,Starter,29,2024-06-01,,0,1440.15
2777,2023-04-01,Enterprise,Outbound Sales,Starter,29,,Growth,99,1325.22
2778,2024-02-01,SMB,Paid Search,Scale,299,,,299,395.71
2779,2023-04-01,SMB,Organic,Growth,99,,,99,50.71
2780,2023-08-01,Enterprise,Paid Search,Growth,99,2024-12-01,,0,373.57
2781,2023-02-01,Enterprise,Paid Search,Enterprise,799,2024-09-01,,0,434.72
2782,2023-11-01,Mid-Market,Partner,Scale,299,,Enterprise,799,278.02
2783,2023-01-01,SMB,Paid Search,Starter,29,,,29,356.11
2784,2024-08-01,Mid-Market,Outbound Sales,Scale,299,,Enterprise,799,1463.2
2785,2024-01-01,SMB,Referral,Starter,29,2024-06-01,,0,91.03
2786,2024-05-01,Mid-Market,Paid Search,Growth,99,,,99,342.9
2787,2023-05-01,SMB,Partner,Starter,29,2024-03-01,,0,320.7
2788,2024-10-01,Mid-Market,Organic,Starter,29,2024-11-01,,0,68.68
2789,2024-07-01,SMB,Outbound Sales,Growth,99,,,99,1498.89
2790,2024-10-01,SMB,Paid Search,Starter,29,,Growth,99,491.35
2791,2024-04-01,SMB,Outbound Sales,Growth,99,,,99,1262.46
2792,2023-09-01,SMB,Paid Search,Starter,29,,,29,350.8
2793,2023-09-01,SMB,Paid Search,Scale,299,,,299,455.97
2794,2023-10-01,Enterprise,Paid Search,Growth,99,2024-06-01,,0,487.53
2795,2024-08-01,SMB,Outbound Sales,Starter,29,,,29,1252.26
2796,2024-08-01,SMB,Outbound Sales,Growth,99,,,99,1223.29
2797,2023-10-01,SMB,Partner,Growth,99,,,99,325.78
2798,2023-12-01,SMB,Organic,Scale,299,,,299,65.48
2799,2023-10-01,SMB,Referral,Growth,99,2023-12-01,,0,101.86
2800,2024-03-01,Mid-Market,Organic,Starter,29,,,29,65.9
2801,2023-04-01,SMB,Organic,Scale,299,2023-12-01,,0,57.61
2802,2023-08-01,SMB,Paid Search,Growth,99,2024-10-01,,0,407.07
2803,2023-07-01,SMB,Organic,Growth,99,,,99,67.31
2804,2023-08-01,Mid-Market,Partner,Starter,29,2023-12-01,,0,272.06
2805,2024-11-01,Mid-Market,Outbound Sales,Enterprise,799,,,799,1138.73
2806,2024-09-01,Mid-Market,Outbound Sales,Starter,29,2024-12-01,,0,1197.69
2807,2023-10-01,SMB,Paid Search,Enterprise,799,,,799,420.9
2808,2023-10-01,Mid-Market,Referral,Starter,29,2023-12-01,,0,92.54
2809,2023-04-01,SMB,Organic,Growth,99,,,99,49.69
2810,2024-11-01,Mid-Market,Referral,Starter,29,,,29,82.92
2811,2024-11-01,SMB,Referral,Starter,29,,,29,98.97
2812,2024-09-01,SMB,Outbound Sales,Growth,99,,,99,1545.74
2813,2024-08-01,Mid-Market,Organic,Growth,99,,,99,51.12
2814,2024-04-01,SMB,Organic,Growth,99,,,99,60.45
2815,2024-05-01,Mid-Market,Paid Search,Starter,29,,,29,361.16
2816,2023-05-01,SMB,Paid Search,Starter,29,2024-02-01,,0,457.3
2817,2023-06-01,SMB,Referral,Starter,29,2023-08-01,,0,77.65
2818,2024-07-01,Enterprise,Organic,Growth,99,,,99,50.32
2819,2024-09-01,SMB,Paid Search,Starter,29,,Growth,99,410.04
2820,2023-11-01,Enterprise,Paid Search,Starter,29,2024-01-01,,0,351.91
2821,2023-05-01,Mid-Market,Paid Search,Enterprise,799,,,799,473.1
2822,2023-06-01,Enterprise,Outbound Sales,Enterprise,799,,,799,1526.49
2823,2023-01-01,SMB,Referral,Growth,99,,,99,90.42
2824,2024-09-01,SMB,Paid Search,Growth,99,,,99,432.17
2825,2024-01-01,Mid-Market,Paid Search,Scale,299,,,299,358.28
2826,2023-02-01,SMB,Partner,Enterprise,799,,,799,273.2
2827,2024-09-01,SMB,Organic,Enterprise,799,,,799,50.9
2828,2024-08-01,SMB,Organic,Starter,29,2024-09-01,,0,53.14
2829,2024-11-01,SMB,Organic,Starter,29,,Growth,99,57.47
2830,2023-07-01,SMB,Referral,Starter,29,,Growth,99,96.55
2831,2023-02-01,SMB,Organic,Scale,299,2024-11-01,,0,65.47
2832,2023-02-01,SMB,Outbound Sales,Growth,99,,,99,1320.01
2833,2023-12-01,Mid-Market,Referral,Scale,299,,,299,82.55
2834,2024-11-01,SMB,Paid Search,Growth,99,,,99,472.02
2835,2023-08-01,SMB,Referral,Starter,29,2024-05-01,,0,87.75
2836,2024-02-01,Enterprise,Paid Search,Growth,99,,,99,430.17
2837,2024-04-01,Mid-Market,Paid Search,Starter,29,,Growth,99,380.81
2838,2023-09-01,Mid-Market,Organic,Starter,29,,,29,49.6
2839,2024-09-01,Enterprise,Outbound Sales,Scale,299,,,299,1168.84
2840,2023-05-01,SMB,Outbound Sales,Starter,29,2023-06-01,,0,1465.08
2841,2024-11-01,SMB,Organic,Starter,29,2024-12-01,,0,54.64
2842,2024-06-01,Mid-Market,Outbound Sales,Growth,99,,,99,1148.25
2843,2023-07-01,SMB,Organic,Scale,299,,,299,63.41
2844,2023-02-01,SMB,Paid Search,Scale,299,,,299,416.3
2845,2023-09-01,Enterprise,Referral,Starter,29,,,29,72.84
2846,2023-10-01,Enterprise,Outbound Sales,Enterprise,799,,,799,1615.05
2847,2024-09-01,Mid-Market,Referral,Starter,29,,,29,85.76
2848,2024-01-01,SMB,Outbound Sales,Growth,99,2024-12-01,,0,1433.81
2849,2023-09-01,SMB,Paid Search,Enterprise,799,,,799,501.24
2850,2024-09-01,Mid-Market,Outbound Sales,Starter,29,2024-11-01,,0,1422.68
2851,2024-02-01,Enterprise,Paid Search,Growth,99,,Scale,299,388.36
2852,2023-10-01,SMB,Outbound Sales,Starter,29,2023-12-01,,0,1343.7
2853,2024-03-01,SMB,Outbound Sales,Starter,29,2024-09-01,,0,1135.51
2854,2024-11-01,SMB,Organic,Starter,29,,Growth,99,52.06
2855,2024-05-01,SMB,Paid Search,Starter,29,,,29,388.36
2856,2023-02-01,SMB,Organic,Scale,299,2023-04-01,,0,50.03
2857,2023-10-01,Enterprise,Paid Search,Growth,99,2024-10-01,,0,355.07
2858,2024-01-01,SMB,Referral,Starter,29,2024-02-01,,0,102.22
2859,2023-05-01,SMB,Outbound Sales,Enterprise,799,,,799,1214.78
2860,2024-10-01,Enterprise,Organic,Scale,299,,,299,55.74
2861,2023-03-01,SMB,Referral,Starter,29,2024-02-01,,0,78.25
2862,2023-02-01,Mid-Market,Partner,Starter,29,2024-05-01,,0,288.51
2863,2023-12-01,SMB,Paid Search,Starter,29,,,29,453.23
2864,2023-09-01,Mid-Market,Referral,Starter,29,,,29,106.03
2865,2024-09-01,Mid-Market,Paid Search,Growth,99,,,99,426.52
2866,2024-01-01,Mid-Market,Partner,Starter,29,,,29,276.03
2867,2023-10-01,Mid-Market,Outbound Sales,Starter,29,,,29,1355.33
2868,2023-05-01,SMB,Paid Search,Starter,29,,Growth,99,357.45
2869,2024-07-01,Mid-Market,Referral,Growth,99,,,99,96.38
2870,2023-05-01,SMB,Organic,Growth,99,,,99,55.88
2871,2024-04-01,SMB,Paid Search,Scale,299,,,299,494.74
2872,2023-06-01,Mid-Market,Organic,Starter,29,,Growth,99,63.8
2873,2024-10-01,SMB,Paid Search,Scale,299,,,299,415.99
2874,2023-09-01,Enterprise,Referral,Growth,99,,,99,80.3
2875,2023-05-01,Mid-Market,Referral,Starter,29,2024-02-01,,0,75.31
2876,2024-05-01,SMB,Organic,Scale,299,2024-08-01,,0,52.52
2877,2023-06-01,Mid-Market,Partner,Enterprise,799,2024-06-01,,0,308.4
2878,2024-01-01,SMB,Partner,Growth,99,2024-06-01,,0,302.35
2879,2024-02-01,Mid-Market,Paid Search,Starter,29,2024-07-01,,0,337.59
2880,2023-04-01,SMB,Partner,Growth,99,2024-10-01,,0,329.29
2881,2023-03-01,SMB,Outbound Sales,Enterprise,799,2023-05-01,,0,1101.68
2882,2023-06-01,SMB,Paid Search,Scale,299,,,299,349.11
2883,2024-04-01,Mid-Market,Paid Search,Scale,299,,,299,455.6
2884,2023-08-01,SMB,Partner,Growth,99,2024-09-01,,0,317.53
2885,2024-06-01,SMB,Organic,Scale,299,,,299,53.17
2886,2024-06-01,SMB,Paid Search,Starter,29,,,29,447.36
2887,2023-06-01,Mid-Market,Paid Search,Growth,99,,,99,339.19
2888,2024-04-01,SMB,Organic,Growth,99,,,99,54.67
2889,2024-01-01,SMB,Paid Search,Growth,99,,,99,463.6
2890,2024-03-01,Mid-Market,Referral,Scale,299,,,299,89.09
2891,2023-10-01,Mid-Market,Referral,Scale,299,,,299,102.8
2892,2023-08-01,Mid-Market,Organic,Starter,29,,,29,51.45
2893,2023-11-01,SMB,Organic,Scale,299,,,299,68.7
2894,2024-07-01,Mid-Market,Partner,Starter,29,,,29,298.34
2895,2023-07-01,SMB,Referral,Growth,99,2024-11-01,,0,75.65
2896,2023-04-01,Mid-Market,Outbound Sales,Scale,299,,,299,1105.18
2897,2023-10-01,SMB,Outbound Sales,Starter,29,,,29,1080.7
2898,2024-08-01,SMB,Paid Search,Starter,29,,,29,443.02
2899,2023-10-01,Mid-Market,Paid Search,Starter,29,,,29,373.31
2900,2023-07-01,SMB,Outbound Sales,Growth,99,2024-04-01,,0,1158.81
2901,2024-08-01,Enterprise,Paid Search,Starter,29,,,29,437.04
2902,2024-09-01,Mid-Market,Referral,Starter,29,2024-12-01,,0,86.73
2903,2023-05-01,Enterprise,Outbound Sales,Growth,99,,,99,1322.73
2904,2023-04-01,SMB,Paid Search,Growth,99,,,99,358.51
2905,2023-05-01,Mid-Market,Referral,Scale,299,2023-11-01,,0,81.12
2906,2024-03-01,Enterprise,Organic,Starter,29,,,29,50.38
2907,2024-02-01,Mid-Market,Referral,Starter,29,,,29,84.06
2908,2024-08-01,SMB,Outbound Sales,Starter,29,,,29,1246.65
2909,2023-09-01,SMB,Partner,Enterprise,799,2024-10-01,,0,333.32
2910,2024-02-01,Mid-Market,Referral,Starter,29,,,29,107.52
2911,2023-08-01,SMB,Partner,Scale,299,,,299,359.9
2912,2023-02-01,Mid-Market,Paid Search,Growth,99,,,99,400.84
2913,2023-10-01,Mid-Market,Paid Search,Enterprise,799,,,799,469.24
2914,2024-07-01,SMB,Referral,Scale,299,,,299,82.05
2915,2024-10-01,SMB,Outbound Sales,Starter,29,,Growth,99,1157.23
2916,2024-04-01,SMB,Organic,Starter,29,,,29,63.36
2917,2024-05-01,SMB,Referral,Growth,99,,,99,89.17
2918,2024-07-01,Mid-Market,Paid Search,Scale,299,2024-09-01,,0,435.74
2919,2023-03-01,Enterprise,Outbound Sales,Starter,29,,,29,1277.8
2920,2023-10-01,SMB,Paid Search,Starter,29,,,29,386.74
2921,2023-01-01,SMB,Organic,Starter,29,,,29,70.27
2922,2024-03-01,SMB,Partner,Starter,29,2024-06-01,,0,346.02
2923,2024-11-01,SMB,Outbound Sales,Growth,99,,,99,1146.84
2924,2023-12-01,SMB,Organic,Scale,299,,,299,63.66
2925,2024-03-01,Mid-Market,Paid Search,Growth,99,,,99,396.12
2926,2023-01-01,SMB,Referral,Starter,29,,,29,92.43
2927,2024-09-01,Enterprise,Referral,Starter,29,,,29,79.46
2928,2023-02-01,SMB,Referral,Growth,99,2023-05-01,,0,98.05
2929,2023-04-01,SMB,Paid Search,Starter,29,,,29,388.05
2930,2023-09-01,Mid-Market,Organic,Starter,29,,,29,64.53
2931,2023-12-01,SMB,Outbound Sales,Growth,99,2024-09-01,,0,1157.33
2932,2023-09-01,Mid-Market,Paid Search,Growth,99,2023-11-01,,0,358.46
2933,2023-06-01,Mid-Market,Paid Search,Scale,299,,,299,394.41
2934,2023-02-01,Mid-Market,Referral,Growth,99,2023-08-01,,0,107.9
2935,2023-06-01,Mid-Market,Outbound Sales,Scale,299,2023-10-01,,0,1544.96
2936,2023-10-01,SMB,Partner,Scale,299,,,299,314.49
2937,2024-10-01,SMB,Referral,Growth,99,,Scale,299,83.12
2938,2023-06-01,Mid-Market,Paid Search,Growth,99,,,99,363.56
2939,2023-08-01,SMB,Outbound Sales,Enterprise,799,,,799,1481.71
2940,2023-09-01,SMB,Partner,Starter,29,2023-12-01,,0,264.5
2941,2024-05-01,SMB,Referral,Starter,29,,,29,86.81
2942,2023-10-01,SMB,Paid Search,Starter,29,2024-01-01,,0,424.9
2943,2023-07-01,Mid-Market,Paid Search,Starter,29,,,29,351.55
2944,2023-10-01,Enterprise,Referral,Scale,299,,,299,100.06
2945,2023-12-01,SMB,Organic,Starter,29,,,29,70.59
2946,2024-08-01,SMB,Organic,Scale,299,,Enterprise,799,51.52
2947,2024-11-01,Mid-Market,Organic,Scale,299,,Enterprise,799,68.82
2948,2023-07-01,SMB,Organic,Enterprise,799,,,799,59.63
2949,2023-03-01,SMB,Organic,Growth,99,,,99,51.26
2950,2024-08-01,SMB,Outbound Sales,Scale,299,,Enterprise,799,1408.22
2951,2023-03-01,SMB,Partner,Scale,299,2024-08-01,,0,351.63
2952,2023-06-01,Mid-Market,Referral,Growth,99,,,99,106.47
2953,2024-04-01,SMB,Paid Search,Growth,99,,,99,456.92
2954,2023-06-01,SMB,Outbound Sales,Scale,299,,Enterprise,799,1346.53
2955,2023-06-01,Mid-Market,Paid Search,Starter,29,,,29,367.36
2956,2024-06-01,Mid-Market,Organic,Growth,99,,Scale,299,62.4
2957,2023-02-01,SMB,Organic,Starter,29,2023-08-01,,0,62.72
2958,2024-11-01,Mid-Market,Organic,Starter,29,,,29,50.67
2959,2023-12-01,Mid-Market,Referral,Growth,99,,,99,81.14
2960,2024-02-01,Enterprise,Paid Search,Scale,299,,,299,387.63
2961,2024-11-01,SMB,Organic,Starter,29,2024-12-01,,0,68.63
2962,2024-01-01,Mid-Market,Paid Search,Scale,299,,,299,434.02
2963,2024-04-01,SMB,Referral,Starter,29,2024-11-01,,0,80.78
2964,2024-07-01,SMB,Paid Search,Starter,29,,,29,388.09
2965,2023-08-01,Mid-Market,Organic,Growth,99,2024-08-01,,0,51.5
2966,2024-06-01,SMB,Paid Search,Growth,99,,,99,343.44
2967,2023-02-01,SMB,Referral,Growth,99,,,99,90.35
2968,2024-09-01,SMB,Outbound Sales,Starter,29,,,29,1097.19
2969,2023-10-01,SMB,Paid Search,Growth,99,,,99,502.66
2970,2024-06-01,SMB,Partner,Starter,29,2024-09-01,,0,332.68
2971,2023-09-01,Enterprise,Organic,Enterprise,799,2024-12-01,,0,66.67
2972,2024-10-01,SMB,Partner,Scale,299,,,299,330.54
2973,2024-07-01,Enterprise,Paid Search,Starter,29,,,29,443.71
2974,2024-04-01,SMB,Paid Search,Starter,29,,,29,347.76
2975,2024-08-01,SMB,Outbound Sales,Growth,99,,,99,1326.23
2976,2023-04-01,SMB,Paid Search,Starter,29,2024-04-01,,0,382.87
2977,2023-06-01,Mid-Market,Organic,Growth,99,2024-02-01,,0,55.16
2978,2023-02-01,Mid-Market,Paid Search,Growth,99,,Scale,299,398.28
2979,2024-11-01,SMB,Paid Search,Growth,99,,,99,389.87
2980,2023-11-01,Mid-Market,Organic,Starter,29,2024-09-01,,0,63.89
2981,2024-04-01,SMB,Paid Search,Growth,99,,,99,337.25
2982,2023-11-01,Mid-Market,Referral,Starter,29,2024-12-01,,0,85.19
2983,2024-06-01,SMB,Paid Search,Starter,29,,,29,494.67
2984,2023-11-01,Enterprise,Paid Search,Starter,29,2024-05-01,,0,379.32
2985,2023-06-01,SMB,Referral,Starter,29,2023-10-01,,0,94.37
2986,2023-12-01,SMB,Outbound Sales,Starter,29,,Growth,99,1382.63
2987,2024-03-01,SMB,Outbound Sales,Scale,299,,,299,1344.21
2988,2024-06-01,SMB,Paid Search,Growth,99,,,99,356.53
2989,2024-04-01,SMB,Organic,Scale,299,,,299,68.06
2990,2024-06-01,SMB,Paid Search,Scale,299,2024-09-01,,0,431.3
2991,2024-08-01,Mid-Market,Organic,Enterprise,799,,,799,60.93
2992,2024-06-01,Mid-Market,Paid Search,Growth,99,2024-09-01,,0,495.47
2993,2023-10-01,Mid-Market,Referral,Starter,29,,,29,74.98
2994,2023-11-01,Mid-Market,Paid Search,Enterprise,799,,,799,418.58
2995,2024-09-01,Enterprise,Partner,Scale,299,,,299,324.72
2996,2024-10-01,SMB,Paid Search,Starter,29,,,29,469.92
2997,2023-11-01,SMB,Organic,Growth,99,,,99,48.02
2998,2023-08-01,SMB,Referral,Growth,99,,,99,96.56
2999,2023-09-01,Mid-Market,Organic,Growth,99,,,99,70.94
3000,2023-04-01,Mid-Market,Partner,Starter,29,,,29,327.63
3001,2024-01-01,SMB,Paid Search,Growth,99,,,99,406.4
3002,2023-08-01,SMB,Paid Search,Growth,99,2024-03-01,,0,483.17
3003,2023-11-01,SMB,Partner,Enterprise,799,,,799,345.44
3004,2024-01-01,SMB,Organic,Starter,29,,,29,64.52
